title,year,forid,,,,
"Adaptive conceding strategies for automated trading agents in dynamic, open markets.",2009,8,,,,
On the impact of analyzing customer information and prioritizing in a service system.,2011,8,,,,
Using RFID for the management of pharmaceutical inventory   system optimization and shrinkage control.,2011,8,,,,
Issues in design and architecture of advanced dynamic model management for decision support systems.,1989,8,,,,
"Information, decision making and deception in games.",2009,8,,,,
Self organizing executive information networks.,1992,8,,,,
Product classification in the Internet business   a fuzzy approach.,2005,8,,,,
The cost behavior of software defects.,2004,8,,,,
Measuring perceived security in B2C electronic commerce website usage: A respecification and validation.,2014,8,,,,
A multi theoretical kernel based approach to social network based recommendation.,2014,8,,,,
Municipal credit rating modelling by neural networks.,2011,8,,,,
On the evaluation of heuristic information systems.,1990,8,,,,
Member contribution based group recommender system.,2016,8,,,,
A multi objective optimization for green supply chain network design.,2011,8,,,,
Expertise visualization: An implementation and study based on cognitive fit theory.,2006,8,,,,
Long term stock index forecasting based on text mining of regulatory disclosures.,2018,8,,,,
Database structure for a class of multi period mathematical programming models.,2008,8,,,,
A novel recommendation model with Google similarity.,2016,8,,,,
Knowledge sharing and cooperation in outsourcing projects   A game theoretic analysis.,2007,8,,,,
Optimal location and pricing of Web services intermediary.,2005,8,,,,
Assessing the quality of large scale data standards: A case of XBRL GAAP Taxonomy.,2014,8,,,,
Does director interlock impact corporate R&D investment?,2015,8,,,,
Schedule management: An object oriented approach.,1994,8,,,,
Do smarter systems make for smarter organizations?,1999,8,,,,
Optimal internal pricing and backup capacity of computer systems subject to breakdowns.,1997,8,,,,
Incentive information sharing in various market structures.,2015,8,,,,
Newsvendor pull to center reconsidered.,2014,8,,,,
A DSS for bicriteria location problems.,2014,8,,,,
Allocating crude oil supply to port and refinery tanks: a simulation based decision support system.,2002,8,,,,
A linguistic mobile Decision Support System based on fuzzy ontology to facilitate knowledge mobilization.,2016,8,,,,
The Structured Process Modeling Method (SPMM) what is the best way for me to construct a process model?,2017,8,,,,
Using domain specific knowledge in generalization error bounds for support vector machine learning.,2009,8,,,,
Carrying your long tail: Delighting your consumers and managing your operations.,2011,8,,,,
Hitting the wall: errors in developing and code inspecting a 'simple' spreadsheet model.,1998,8,,,,
Mining comparative opinions from customer reviews for Competitive Intelligence.,2011,8,,,,
Research opportunities in electronic commerce.,1997,8,,,,
ERP plans and decision support benefits.,2005,8,,,,
Interaction of task and technology to support large groups.,1989,8,,,,
"A market based architecture for management of geographically dispersed, replicated Web servers.",2000,8,,,,
Preprocessing unbalanced data using support vector machine.,2012,8,,,,
Fraud detection in online consumer reviews.,2011,8,,,,
Using service responsibility tables to supplement UML in analyzing e service systems.,2011,8,,,,
On the staffing policy and technology investment in a specialty hospital offering telemedicine.,2009,8,,,,
Sequential weighted combination for unreliable evidence based on evidence variance.,2013,8,,,,
Selection of diagnostic techniques and instrumentation in a predictive maintenance program. A case study.,2005,8,,,,
A decision support framework to implement optimal personalized marketing interventions.,2015,8,,,,
The stability of electric energy markets.,1999,8,,,,
Design considerations for a virtual information center for humanitarian assistance/disaster relief using workflow modeling.,2001,8,,,,
Dynamic modeling of a disturbance in a multi agent system for traffic regulation.,2005,8,,,,
Hierarchical quality disclosure in a supply chain with cost heterogeneity.,2015,8,,,,
Evaluating a model for cost effective data quality management in a real world CRM setting.,2010,8,,,,
Why Amazon uses both the New York Times Best Seller List and customer reviews: An empirical study of multiplier effects on product sales from multiple earned media.,2014,8,,,,
Measurement of analytical knowledge based corporate memory and its application.,2013,8,,,,
"Corrigendum to ""Debiasing investors with decision support systems: An experimental investigation"" [Decision Support Systems Volume (46/1) 399 410].",2009,8,,,,
Trust and technologies: Implications for organizational work practices.,2007,8,,,,
A framework for investments in support building activities (SBAs): support mechanisms and strategic scenarios.,2000,8,,,,
Systematic modeling and model handling for manpower planning systems.,1988,8,,,,
Agent oriented compositional approaches to services based cross organizational workflow.,2005,8,,,,
Intelligent agents for e marketplace: Negotiation with issue trade offs by fuzzy inference systems.,2006,8,,,,
Discovering emerging business ideas based on crowdfunded software projects.,2019,8,,,,
User choice of interactive data visualization format: The effects of cognitive style and spatial ability.,2019,8,,,,
Building trust in online auction markets through an economic incentive mechanism.,2003,8,,,,
Delayed multiattribute product differentiation.,2008,8,,,,
"Erratum to ""The effects of third party web assurance seals on consumers' initial trust in online vendors: A functional perspective"" [Decision Support Systems Volume (48/2) 407 418].",2010,8,,,,
Integrated decision support systems: A data warehousing perspective.,2007,8,,,,
Emergency management information systems: Could decision makers be supported in choosing display formats?,2012,8,,,,
The application of data mining techniques in financial fraud detection: A classification framework and an academic review of literature.,2011,8,,,,
Utility based decision support system for schedule optimization.,2008,8,,,,
